id,conversation_id,created_at,date,time,timezone,user_id,username,name,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,content_Link,retweet,quote_url,video,thumbnail,content
1.54e+18,1.54e+18,2022-06-12 11:59:42 Pakistan Standard Time,6/12/2022,11:59:42,500,1.53e+18,aashob_media_,Aashob Media,en,[],[],['https://pbs.twimg.com/media/FVCJoWPWAAIzLkA.jpg'],3,17,67,"['blf', 'aashob', 'balochistan']",https://twitter.com/Aashob_Media_/status/1535879498356465664,False,,1,https://pbs.twimg.com/media/FVCJoWPWAAIzLkA.jpg,""" It is important to emphasize that guerilla warfare is war of the masses, a war of the people. the guerilla band is an armed nucleus, the fighting vanguard of the people.""  Che Guevara  #BLF  #Aashob #Balochistan  https://t.co/wCorF6bnUP"
1.54e+18,1.54e+18,2022-06-20 00:16:43 Pakistan Standard Time,6/20/2022,0:16:43,500,3125398481.0,bnmovement_,BNM,en,[],[],[],0,60,68,[],https://twitter.com/BNMovement_/status/1538601690030837760,False,,0,,"BNM Germany Zone is going to organize a protest on 25th June 2022 in reference to the ""International Day in Support of Victims of Torture"" and ""International Day Against Drug Abuse and Illicit Trafficking"".   Local time : 15:00 - 17:00 Place :  Stubengasse City :   MÃ¼nster"
1.54e+18,1.54e+18,2022-06-18 21:12:37 Pakistan Standard Time,6/18/2022,21:12:37,500,3125398481.0,bnmovement_,BNM,en,[],['https://t.me/bnmovement/1198'],[],0,6,11,[],https://twitter.com/BNMovement_/status/1538192972864311297,False,,0,,Download Posters for status and social media.   https://t.co/12dIyxBpbb
1.54e+18,1.54e+18,2022-06-18 20:37:25 Pakistan Standard Time,6/18/2022,20:37:25,500,3125398481.0,bnmovement_,BNM,en,[],[],"['https://pbs.twimg.com/media/FVi3m_dUsAEi_YA.jpg', 'https://pbs.twimg.com/media/FVi46gJUsAUS68k.jpg']",1,46,63,"['victimsoftortureday', 'stoptorture', 'dayagainstdrugabuse', 'balochistan', 'pakistan', 'worlddrugday2022', 'bnmposters']",https://twitter.com/BNMovement_/status/1538184114481684486,False,,1,https://pbs.twimg.com/media/FVi3m_dUsAEi_YA.jpg,"International #VictimsOfTortureDay  Violence is an unacceptable act.   #StopTorture  ---- International #DayAgainstDrugAbuse  In #Balochistan, the state of #Pakistan has given free rein to drug dealers.  #WorldDrugDay2022  #BNMPosters  https://t.co/eLvJUqp1YP"
1.54e+18,1.54e+18,2022-06-18 19:39:12 Pakistan Standard Time,6/18/2022,19:39:12,500,3125398481.0,bnmovement_,BNM,en,[],"['https://www.thebnm.org/single-post/18june2022', 'https://t.me/bnmovement/1188']","['https://pbs.twimg.com/media/FVisUJhUUAAd6tL.jpg', 'https://pbs.twimg.com/media/FVisUJiUAAESyAT.jpg', 'https://pbs.twimg.com/media/FVisUJgVsAEql7I.jpg', 'https://pbs.twimg.com/media/FVisUJgVUAAf-Ea.jpg']",0,45,59,[],https://twitter.com/BNMovement_/status/1538169463698100224,False,,1,https://pbs.twimg.com/media/FVisUJhUUAAd6tL.jpg,"Demonstrations will be held on the International Day in Support of Victims of Torture and Against Drug Abuse-BNM  In Balochistan, the state of Pakistan has given free rein to drug dealers.   https://t.co/6aZRgU4sed   https://t.co/hkUxeduxc2  https://t.co/NwAY8ofYTk"
1.54e+18,1.54e+18,2022-06-12 12:25:36 Pakistan Standard Time,6/12/2022,12:25:36,500,3125398481.0,bnmovement_,BNM,en,"[{'screen_name': 'drnaseembaluch', 'name': 'drnaseembaluch', 'id': '1253372304261877760'}]",['https://www.thebnm.org/single-post/arif-baloch-s-custodial-death-from-torture-is-a-serious-violation-of-human-rights-dr-naseem-baloch'],[],1,51,59,[],https://twitter.com/BNMovement_/status/1535886015625306113,False,,0,,"Mobile phone tower machinery in Tamp accepts responsibility for burning, Major Graham Baloch, spokesman for BLF Balochistan Liberation Front, said that the Mobile Phone Company in Azan area of Tamp Tehsil district of Kech District ""Ufone last night at 9pm last night."" ""Machinery and other makers attacking the tower .. https://t.co/6fm59vbn7k "
1.54e+18,1.54e+18,2022-06-18 13:03:21 Pakistan Standard Time,6/18/2022,13:03:21,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],[],1,43,56,"['pakistan', 'endenforceddisappearances', 'endbalochmassacring']",https://twitter.com/DrNaseemBaluch/status/1538069845090226176,False,,0,,"Not only media but the people of Rawalpindi, Islamabad and surroundings also donâ€™t have any interest in matters of Baloch people. This behavior can involve whole population partner in crime with #Pakistan army. #EndEnforcedDisappearances #EndBalochMassacring"
1.54e+18,1.54e+18,2022-06-18 13:03:21 Pakistan Standard Time,6/18/2022,13:03:21,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],['https://pbs.twimg.com/media/FVhSXptXoAAlaX2.jpg'],2,158,281,"['savebalochstudents', 'releaseferozbaloch']",https://twitter.com/DrNaseemBaluch/status/1538069842657435648,False,,1,https://pbs.twimg.com/media/FVhSXptXoAAlaX2.jpg,Media blackout: 3rd day of protest in Pakistanâ€™s military headquarters city Rawalpindi to #SaveBalochStudents &amp; #ReleaseFerozBaloch. Baloch are on roads for the recovery of forcibly disappeared people. Human lives are at stake but the so-called free media is busy in petty things.  https://t.co/KtGcUu3Nmh
1.54e+18,1.54e+18,2022-06-17 13:28:02 Pakistan Standard Time,6/17/2022,13:28:02,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,ur,"[{'screen_name': 'nazirnoor_', 'name': 'nazir noor', 'id': '1025838294184222721'}]",[],['https://pbs.twimg.com/media/FVcObioXsAAwgsc.jpg'],6,35,107,[],https://twitter.com/DrNaseemBaluch/status/1537713667919183872,False,,1,https://pbs.twimg.com/media/FVcObioXsAAwgsc.jpg,BNM Human Rights Secretary Dr. Nazar Noor @nazirnoor_ and Waja Kamash Barrani Sakhad. The wake of the wake of the paradise of Allah came to Allah. Amen https://t.co/Ah5h9SOGCF 
1.54e+18,1.54e+18,2022-06-16 18:09:55 Pakistan Standard Time,6/16/2022,18:09:55,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,"[{'screen_name': 'fatfnews', 'name': 'fatf', 'id': '475630454'}]",[],[],3,112,151,['fatf'],https://twitter.com/DrNaseemBaluch/status/1537422219185467392,False,,0,,"#FATF must put sanctions on Pakistan to control funding of terrorism in the region, otherwise it affects all the world. Its nukes will go to the hands of religious extremists which are already present in Pakistani army. Itâ€™s high time for the world to take actions. @FATFNews"
1.54e+18,1.54e+18,2022-06-15 18:54:29 Pakistan Standard Time,6/15/2022,18:54:29,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/aEmTegM094Y'],[],0,39,44,[],https://twitter.com/DrNaseemBaluch/status/1537071045236203521,False,,0,,The Military Brutality Of Pakistan And Families Of Enforced Disappearances. Radio Zrumbesh  https://t.co/cjNFgvW6Nh via @YouTube
1.54e+18,1.54e+18,2022-06-15 12:24:11 Pakistan Standard Time,6/15/2022,12:24:11,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,"[{'screen_name': 'bbcurdu', 'name': 'bbc news Ø§Ø±Ø¯Ùˆ', 'id': '132493630'}, {'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/8Pa5gBH3mx8'],[],0,44,58,[],https://twitter.com/DrNaseemBaluch/status/1536972823180214273,False,,0,,Karachi: Police beats the protesters condemning disappearance of Baloch students - @BBCUrdu                      https://t.co/jc1WMBTsvU via @YouTube
1.54e+18,1.54e+18,2022-06-15 03:56:42 Pakistan Standard Time,6/15/2022,3:56:42,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,"[{'screen_name': 'sammibaluch', 'name': 'sammi deen baloch', 'id': '3345995039'}, {'screen_name': 'un_women', 'name': 'un women', 'id': '17137628'}]",[],[],0,41,47,[],https://twitter.com/DrNaseemBaluch/status/1536845111019163653,False,https://twitter.com/Mehlab_Deen/status/1536778473049665537,0,,.@SammiBaluch and her companions were dragged and beaten by Sindh police for raising voice against enforced disappearances. Their demand to the authorities was to bring back their loved ones. No one listened them. But their courage against the brutal state is admirable. @UN_Women
1.54e+18,1.54e+18,2022-06-14 04:26:05 Pakistan Standard Time,6/14/2022,4:26:05,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,"[{'screen_name': 'wgeid', 'name': 'un working group on enforced disappearances', 'id': '1270253387108450304'}]",['https://fb.watch/dDk7mmJ1sQ/'],[],0,49,60,['endenforceddisappearances'],https://twitter.com/DrNaseemBaluch/status/1536490118961369088,False,,0,,Everyone should wake up and resist cruel behavior of Pakistani forces towards Baloch people. Democratic voices and peaceful protesters are beaten and dragged into police vans. Silence remains a crime in such situations. @WGEID #EndEnforcedDisappearances  https://t.co/WhkfWHiqEw
1.54e+18,1.54e+18,2022-06-12 23:45:43 Pakistan Standard Time,6/12/2022,23:45:43,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,ur,[],[],[],0,66,90,"['savebalochstudents', 'endenforceddisappearances']",https://twitter.com/DrNaseemBaluch/status/1536057173507248128,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1536057085800095747/pu/img/NQJ6N_wOJSEIgaUJ.jpg,The sin of the lost sin is always the Baloch. #SaveBalochstudents 
1.54e+18,1.54e+18,2022-06-12 16:31:56 Pakistan Standard Time,6/12/2022,16:31:56,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],['https://pbs.twimg.com/media/FVDIknuWIAIBS5P.jpg'],2,126,169,"['savebalochstudents', 'endenforceddisappearances']",https://twitter.com/DrNaseemBaluch/status/1535948009250381825,False,,1,https://pbs.twimg.com/media/FVDIknuWIAIBS5P.jpg,The current wave of abducting the Baloch students is alarming. International human rights organizations should intervene Balochistan &amp; hold Pakistan accountable for these crimes. A number of students are picked up in recent days only #SaveBalochStudents #EndEnforcedDisappearances  https://t.co/hlMGEPte1j
1.54e+18,1.54e+18,2022-06-10 14:58:01 Pakistan Standard Time,6/10/2022,14:58:01,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,ur,[],[],['https://pbs.twimg.com/media/FU4f5WVXwAEOdkF.jpg'],2,84,272,[],https://twitter.com/DrNaseemBaluch/status/1535199596724494337,False,,1,https://pbs.twimg.com/media/FU4f5WVXwAEOdkF.jpg,The lesson is the book of the Book of the Book of the Book of the Holy Prophet (peace and blessings of Allaah be upon him). 
1.53e+18,1.53e+18,2022-06-08 04:00:09 Pakistan Standard Time,6/8/2022,4:00:09,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],"['https://pbs.twimg.com/media/FUr2JAtWAAAoIVr.jpg', 'https://pbs.twimg.com/media/FUr2JA0WIAAMql9.jpg']",4,172,293,"['zakirmajeed', 'balochmissingpersonsday']",https://twitter.com/DrNaseemBaluch/status/1534309264579231744,False,,1,https://pbs.twimg.com/media/FUr2JAtWAAAoIVr.jpg,Pain and agony for Baloch has no end. Student leader #ZakirMajeed is in secret torture cells since 13 years. His mother is on protest. His sister marched 3000 KMs from Quetta to Islamabad. All democratic means are used. Yet no one knows of his whereabouts #BalochMissingPersonsDay  https://t.co/3nFRWi46hi
1.53e+18,1.53e+18,2022-06-01 20:51:01 Pakistan Standard Time,6/1/2022,20:51:01,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],"['https://pbs.twimg.com/media/FULaYavXEAYd-Mb.jpg', 'https://pbs.twimg.com/media/FULaYasXoAEde1w.jpg']",0,37,52,"['sabadashtyiari', 'theteacheroffreedom', 'bnmposters']",https://twitter.com/DrNaseemBaluch/status/1532026941590716416,False,https://twitter.com/BNMovement_/status/1532024288533876736,1,https://pbs.twimg.com/media/FULaYavXEAYd-Mb.jpg,True &amp; Conscious Voice  A candle in Darkness   And   The teacher of Freedom   We pay rich tribute to the Shaheed Ustad #SabaDashtyiari   #TheTeacherofFreedom   #BNMposters  https://t.co/mqGHBXIt1X
1.53e+18,1.53e+18,2022-05-26 15:15:00 Pakistan Standard Time,5/26/2022,15:15:00,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],"['https://pbs.twimg.com/media/FTrT73gWQAEJHrl.jpg', 'https://pbs.twimg.com/media/FTrT73aXEAAp3Lu.jpg', 'https://pbs.twimg.com/media/FTrT73bWUAIJ5Zi.jpg', 'https://pbs.twimg.com/media/FTrT73dXsAAPdBn.jpg']",1,90,118,['bramshday'],https://twitter.com/DrNaseemBaluch/status/1529768053642342401,False,https://twitter.com/ImAsgharBaloch/status/1529731785558478848,1,https://pbs.twimg.com/media/FTrT73gWQAEJHrl.jpg,Itâ€™s two years now when state backed death squad attacked the houses of Malik Naz. She resisted it and martyred. Her bravery broke the fear in the suppressed society. Her little child Bramsh was injured in the incident. We observe it as #BramshDay to commemorate this sacrifice.  https://t.co/9BLQGan7W5
1.53e+18,1.53e+18,2022-05-24 18:09:28 Pakistan Standard Time,5/24/2022,18:09:28,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,"[{'screen_name': 'kenroth', 'name': 'kenneth roth', 'id': '17839398'}, {'screen_name': 'mustafa_qadri', 'name': 'mustafa qadri', 'id': '25099252'}, {'screen_name': 'amnesty', 'name': 'amnesty international', 'id': '18213483'}]",[],[],0,148,232,[],https://twitter.com/DrNaseemBaluch/status/1529087183990161411,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1529087100724862981/pu/img/IF3jzHeQCma7AiOj.jpg,Three Baloch female and other male protesters are arrested and forcibly disappeared in front of eye witnesses. â¦@KenRothâ© â¦@Mustafa_Qadriâ© â¦@amnestyâ© â¦  https://t.co/LUomiKRE9a
1.53e+18,1.53e+18,2022-05-24 18:01:54 Pakistan Standard Time,5/24/2022,18:01:54,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],[],3,71,103,[],https://twitter.com/DrNaseemBaluch/status/1529085278543138816,False,https://twitter.com/YakjehtiKarachi/status/1529073322918567940,0,,The aggression of the Pakistani forces against Baloch nation is intensifying by each passing day. Peaceful female protesters were dragged and thrown in police van.
1.53e+18,1.53e+18,2022-05-24 17:58:51 Pakistan Standard Time,5/24/2022,17:58:51,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],[],0,82,110,[],https://twitter.com/DrNaseemBaluch/status/1529084513799766016,False,https://twitter.com/SeemaBalochh/status/1529067909057757184,0,,"State terrorism at its peak: peaceful protesters are being arrested to stop a rally. Wife and sister of Shabeer Baloch are arrested by Pakistani forces in Karachi. Shabeer Baloch is missing since six years after abduction by Pakistani forces in Gwarkop Turbat on Oct 4, 2016."
1.53e+18,1.53e+18,2022-05-20 10:24:00 Pakistan Standard Time,5/20/2022,10:24:00,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,ur,[],['https://www.bbc.com/urdu/pakistan-61517296'],[],1,68,136,[],https://twitter.com/DrNaseemBaluch/status/1527520494127353860,False,,0,,"Abdul Hafeez Zahri: 'Our brother got, no words to make such a great pleasure' - BBC News Urdu https://t.co/npqnza9qug "
1.53e+18,1.53e+18,2022-05-19 02:32:15 Pakistan Standard Time,5/19/2022,2:32:15,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,en,[],[],[],0,77,121,[],https://twitter.com/DrNaseemBaluch/status/1527039385094479879,False,https://twitter.com/QadeerMama/status/1527036436733739008,0,,I have first hand experience : Once abducted and released person should go underground or be in exile. He/she has a red rag in his neck like in the bull fighting. He is a good candidate for the next disappearance.
1.53e+18,1.53e+18,2022-05-18 14:49:19 Pakistan Standard Time,5/18/2022,14:49:19,500,1.25e+18,drnaseembaluch,DrNaseemBaluch,ur,[],['https://www.bbc.com/urdu/pakistan-61481042'],[],2,111,220,[],https://twitter.com/DrNaseemBaluch/status/1526862488804937729,False,,0,,Noorjahan was barefoot and his head was not dupatta and he took them with him in that state. Bbc urdu https://t.co/kcqzhjzn7l 
1.54e+18,1.54e+18,2022-06-20 15:49:44 Pakistan Standard Time,6/20/2022,15:49:44,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,4,9,[],https://twitter.com/HammalHaidar/status/1538836490087804930,False,https://twitter.com/kiyyabaloch/status/1538800306410102784,0,,This is  a very important thread regarding killing of labourers in Balochistan ðŸ‘‡
1.54e+18,1.54e+18,2022-06-20 00:42:09 Pakistan Standard Time,6/20/2022,0:42:09,500,468217264.0,hammalhaidar,Hammal Haidar,und,[],[],[],0,0,1,[],https://twitter.com/HammalHaidar/status/1538608092035923968,False,,0,,@ Hamanoror4 ðŸŒ¹â¤ï¸ 
1.54e+18,1.54e+18,2022-06-20 00:41:04 Pakistan Standard Time,6/20/2022,0:41:04,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],2,43,178,[],https://twitter.com/HammalHaidar/status/1538607817766182913,False,https://twitter.com/sammibaluch/status/1538571963454541824,0,,@ Hamanoror4 ðŸŒ¹â¤ï¸ 
1.54e+18,1.54e+18,2022-06-17 23:22:51 Pakistan Standard Time,6/17/2022,23:22:51,500,468217264.0,hammalhaidar,Hammal Haidar,ur,"[{'screen_name': 'ranasanaullahpk', 'name': 'rana sanaullah khan', 'id': '2351423545'}]",[],[],1,2,15,[],https://twitter.com/HammalHaidar/status/1537863359579574272,False,https://twitter.com/Intekhabhd/status/1537806816427532290,0,,What evidence of the missing persons give you @Ranasanaullahpk? 
1.54e+18,1.54e+18,2022-06-17 14:46:11 Pakistan Standard Time,6/17/2022,14:46:11,500,468217264.0,hammalhaidar,Hammal Haidar,ur,"[{'screen_name': 'nazirnoor_', 'name': 'nazir noor', 'id': '1025838294184222721'}]",[],[],0,4,25,[],https://twitter.com/HammalHaidar/status/1537733336327766016,False,,0,,Waja @nazirnoor_ and Kamash Barani and Hall are not happy. Maa Waja Gamma Hawar Ant. Hadhid Hadarzi and awake. Upcoming 
1.54e+18,1.54e+18,2022-06-15 15:32:53 Pakistan Standard Time,6/15/2022,15:32:53,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],3,7,43,[],https://twitter.com/HammalHaidar/status/1537020313967464450,False,https://twitter.com/bilal_baluch1/status/1536964929365807104,0,,"They are simple, new, Dighani Chuck Many Goma Pigs "
1.54e+18,1.54e+18,2022-06-15 13:03:45 Pakistan Standard Time,6/15/2022,13:03:45,500,468217264.0,hammalhaidar,Hammal Haidar,tl,[],[],[],3,0,11,[],https://twitter.com/HammalHaidar/status/1536982780915109891,False,,0,,@Guldost_bal0ch @Sadullabak Mawlana Nabi 
1.54e+18,1.54e+18,2022-06-14 18:34:30 Pakistan Standard Time,6/14/2022,18:34:30,500,468217264.0,hammalhaidar,Hammal Haidar,hi,[],[],[],0,2,7,[],https://twitter.com/HammalHaidar/status/1536703628844666880,False,https://twitter.com/abbasnasir59/status/1536644983482204161,0,,"That is, is a hamam ham ðŸ‘‡ "
1.54e+18,1.54e+18,2022-06-13 23:09:07 Pakistan Standard Time,6/13/2022,23:09:07,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],0,30,43,[],https://twitter.com/HammalHaidar/status/1536410349364191232,False,https://twitter.com/VeengasJ/status/1536398713836412929,0,,This is horrendous.
1.54e+18,1.54e+18,2022-06-13 02:20:53 Pakistan Standard Time,6/13/2022,2:20:53,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,8,28,[],https://twitter.com/HammalHaidar/status/1536096220975976448,False,https://twitter.com/saeeda_hameed/status/1536065405122400257,0,,Her chants with pure innocence ðŸ™ƒ
1.54e+18,1.54e+18,2022-06-12 23:25:19 Pakistan Standard Time,6/12/2022,23:25:19,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],1,0,5,[],https://twitter.com/HammalHaidar/status/1536052041759465473,False,,0,,@kbfiraqgwd The question is exactly 
1.54e+18,1.54e+18,2022-06-12 22:25:14 Pakistan Standard Time,6/12/2022,22:25:14,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],2,13,37,[],https://twitter.com/HammalHaidar/status/1536036919494250496,False,,0,,"Balochistan University and Baby and Jank Hoover Wana, Hoover Nandan Ashi and Tahi Hutch is not a problem. The badge of the badge and the gossip that the child and the junk armpit are the non -""unimaginable. Bay Anti Wati Gap and Back Back to Apologies "
